2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	0	0.8000	1	0.8000
2	1	1.0000	1	1.0000
0	0	0.6667	1	0.6667
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	0	0.5000	1	0.3333
0	0	0.1333	1	0.0000
1	0	0.4000	1	0.0000
1	0	0.3333	1	0.2857
1	0	0.3333	1	0.2500
2	0	0.4444	1	0.4000
1	0	0.6667	1	0.0000
1	0	0.2000	1	0.0000
0	0	0.0000	0	0.0000
2	0	0.2143	1	0.2857
2	0	0.1111	1	0.1111
0	1	1.0000	1	1.0000
2	0	0.1667	1	0.2500
2	0	0.5714	1	0.4000
1	0	0.1818	1	0.0000
1	0	0.5000	1	0.0000
1	0	0.2500	1	0.0000
1	0	0.1667	1	0.0000
2	0	0.0000	1	0.0000
1	0	0.6667	1	0.8000
1	0	0.0563	1	0.0286
1	0	0.1053	0	0.0723
2	0	0.0531	1	0.0536
1	0	0.0317	0	0.0167
2	0	0.0882	1	0.0548
2	0	0.0563	1	0.0253
0	0	0.0741	0	0.0625
2	0	0.0952	0	0.0909
0	0	0.0323	1	0.0312
2	0	0.0571	1	0.0392
2	0	0.0580	1	0.0563
0	0	0.0690	0	0.0000
2	0	0.0488	1	0.0430
0	0	0.0588	0	0.0488
1	0	0.0339	0	0.0333
0	0	0.0000	0	0.0000
2	0	0.0615	1	0.0571
0	0	0.0645	0	0.0556
0	0	0.1429	0	0.1212
2	0	0.0615	1	0.0597
2	0	0.0548	0	0.0488
2	1	0.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
0	0	0.0000	0	0.0000
2	1	0.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	0.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	0.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
0	0	0.0000	0	0.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	0	0.5000	1	0.0000
2	0	0.5000	1	0.0000
1	0	0.1667	1	0.2500
1	0	0.6667	1	0.5000
0	0	0.0000	0	0.0000
0	0	0.0851	0	0.1724
0	0	0.1569	0	0.2222
0	0	0.1154	0	0.1053
0	0	0.0345	0	0.1644
2	1	0.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
2	1	1.0000	1	1.0000
